OTUs,Domain,Phylum,Class,Order,Family,Genus
OTU_1049,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_1694,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_1299,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_2570,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_2563,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_2597,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_4358,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured Verrucomicrobia bacterium
OTU_3116,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured Verrucomicrobia bacterium
OTU_668,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured Verrucomicrobia bacterium
OTU_3198,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured Verrucomicrobia bacterium
OTU_5203,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae, D_5__Chthonomonasuncultured bacterium
OTU_3871,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae, D_5__CL500-3uncultured bacterium
OTU_1124,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Cloacibacteriumuncultured bacterium
OTU_5095,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 10Clostridium sp. M-43
OTU_732,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 10uncultured bacterium
OTU_1198,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 10uncultured bacterium
OTU_1154,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 10uncultured Clostridiaceae bacterium
OTU_525,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 12Clostridium sp. E13
OTU_716,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 13bacterium enrichment culture clone M138
OTU_41,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 13Clostridium argentinense CDC 2741
OTU_2165,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 16uncultured Clostridium sp.
OTU_12,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 18Clostridium sp. enrichment culture clone HT7
OTU_3199,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 18uncultured Firmicutes bacterium
OTU_5061,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 19Clostridium cylindrosporum
OTU_25,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1Clostridium beijerinckii AAU1
OTU_79,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured bacterium
OTU_4893,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured bacterium
OTU_281,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured bacterium
OTU_598,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured bacterium
OTU_2389,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured bacterium
OTU_648,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 1uncultured organism
OTU_1720,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 3uncultured bacterium
OTU_1761,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 3uncultured bacterium
OTU_1774,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 7Clostridium sp. enrichment culture clone tpsrb007
OTU_308,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 8uncultured bacterium
OTU_2318,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Clostridium sensu stricto 8uncultured bacterium
OTU_2409,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae, D_5__CohnellaCohnella sp. IB-P192
OTU_1558,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae, D_5__Cohnellauncultured Pietermaritzburg bacterium Y14-3
OTU_1276,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae, D_5__Collinsellauncultured bacterium
OTU_4733,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, D_5__Comamonasuncultured bacterium
OTU_3317,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae, D_5__Conexibacteruncultured bacterium
OTU_2050,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_2460,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_4981,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_3462,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_3883,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_4058,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Constrictibacteruncultured bacterium
OTU_3499,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__Coprobacteruncultured bacterium
OTU_3947,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 1uncultured bacterium
OTU_3521,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 1uncultured bacterium
OTU_4360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 1uncultured bacterium
OTU_5076,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 1uncultured bacterium
OTU_1117,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 2uncultured bacterium
OTU_1909,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 2uncultured bacterium
OTU_1324,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Coprococcus 3uncultured bacterium
OTU_3878,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae, D_5__Coprothermobacteruncultured bacterium
OTU_3362,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae, D_5__Coriobacteriaceae UCG-002uncultured bacterium
OTU_705,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1Corynebacterium sp. T13-01
OTU_47,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1Corynebacterium variabile
OTU_5384,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_50,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_3400,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_1386,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_1284,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_4313,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_4515,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1uncultured bacterium
OTU_486,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacterium 1unidentified marine bacterioplankton
OTU_719,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacteriumuncultured bacterium
OTU_2788,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacteriumuncultured bacterium
OTU_89,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacteriumuncultured bacterium
OTU_546,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, D_5__Corynebacteriumuncultured bacterium
OTU_4825,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__CoxiellaCoxiella burnetii cb109
OTU_4803,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_1561,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_4284,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_3325,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_4233,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_3196,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_5635,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured bacterium
OTU_2863,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__Coxiellauncultured hydrocarbon seep bacterium BPC023
OTU_2341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__CraurococcusCraurococcus sp. HM28-1
OTU_1918,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_2477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_3874,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_2483,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_3185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_2931,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_2803,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_4016,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_4316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured bacterium
OTU_1691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__Craurococcusuncultured proteobacterium
OTU_5167,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__CrenotaleaChitinophaga sp. BS27
OTU_1143,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Crenotaleauncultured bacterium
OTU_274,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Crenotaleauncultured bacterium
OTU_1269,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Crenotaleauncultured bacterium
OTU_3470,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Crenotaleauncultured bacterium
OTU_3194,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales Incertae Sedis, D_5__Criblamydiauncultured bacterium
OTU_2474,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI, D_5__Crinaliumuncultured prokaryote
OTU_5144,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured Antarcticimonas sp.
OTU_699,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured Antarcticimonas sp.
OTU_1107,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured Antarcticimonas sp.
OTU_1728,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured Antarcticimonas sp.
OTU_1069,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured Antarcticimonas sp.
OTU_4732,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_406,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_629,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_3284,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_5286,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_830,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_2397,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_956,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_2756,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Croceibacteruncultured bacterium
OTU_3841,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae, D_5__Crocinitomixuncultured bacterium
OTU_5404,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae, D_5__Crocinitomixuncultured bacterium
OTU_316,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae, D_5__Crossiellauncultured bacterium
OTU_960,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae, D_5__Cryomorphauncultured Bacteroidetes bacterium
OTU_4954,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae, D_5__Cryomorphauncultured organism
OTU_3751,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae, D_5__Cryomorphauncultured organism
OTU_5585,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae, D_5__CryptosporangiumCryptosporangium japonicum
OTU_672,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae, D_5__CupriavidusCupriavidus sp. enrichment culture clone Cl-40
OTU_1380,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae, D_5__CupriavidusCupriavidus sp. enrichment culture clone MTS-7
OTU_2615,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Cytophagauncultured bacterium
OTU_722,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Cytophagauncultured bacterium
OTU_4153,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Cytophagauncultured bacterium
OTU_2128,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Cytophagauncultured bacterium
OTU_1651,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Cytophagauncultured bacterium
OTU_2905,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae, D_5__Deefgeauncultured bacterium
OTU_4083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured bacterium
OTU_4228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured bacterium
OTU_3498,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured bacterium
OTU_5434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured bacterium
OTU_5114,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured bacterium
OTU_3409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured Roseospira sp.
OTU_5086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__Defluviicoccusuncultured Roseospira sp.
OTU_4634,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae, D_5__Defluviitaleaceae UCG-011uncultured bacterium
OTU_2837,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus cellulosilyticus
OTU_5186,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus citri
OTU_1443,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus misasensis DSM 22328
OTU_1458,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus peraridilitoris DSM 19664
OTU_63,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus radiodurans ATCC 13939
OTU_1811,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus sp. 2009
OTU_2173,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus sp. 2A5
OTU_1803,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus sp. MH01
OTU_604,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus sp. R-36206
OTU_2265,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__DeinococcusDeinococcus sp. YIM 77859
OTU_1350,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_5284,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_491,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_4919,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_1974,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_2545,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_4423,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_3998,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured bacterium
OTU_2831,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured Deinococcus sp.
OTU_3357,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured Deinococcus sp.
OTU_3040,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured Deinococcus sp.
OTU_735,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae, D_5__Deinococcusuncultured Deinococcus sp.
OTU_196,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, D_5__Delftiauncultured bacterium
OTU_2538,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae, D_5__Demequinauncultured bacterium
OTU_581,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae, D_5__Demetriauncultured bacterium
OTU_4176,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae, D_5__Derxiauncultured beta proteobacterium
OTU_82,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae, D_5__Desemziauncultured bacterium
OTU_1530,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae, D_5__Desulfitobacteriumbacterium enrichment culture clone T12RRH100B12
OTU_3155,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae, D_5__DesulfobotulusDesulfobotulus sapovorans
OTU_3769,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae, D_5__Desulfobulbusuncultured bacterium
